cpu_usage,memory_usage,net_upload_mbps,net_download_mbps,disk_read_mbps,disk_write_mbps,idle
14.05,35.21,0.01,0.44,0.04,0.97,1
4.89,35.27,0.07,0.38,1.34,1.56,1
8.89,34.72,0.1,0.29,0.32,0.5,1
7.84,35.35,0.28,0.94,0.39,1.28,1
8.45,35.84,0.13,0.26,0.08,0.61,1
0.81,36.24,0.11,0.71,1.57,0.91,1
5.88,35.38,0.08,0.4,1.16,1.9,1
7.66,36.02,0.16,0.51,0.05,0.63,1
8.35,36.69,0.23,0.29,0.6,0.77,1
14.51,36.79,0.22,0.39,1.69,0.85,1
3.54,36.22,0.37,0.53,1.62,1.56,1
10.76,36.12,0.4,0.35,0.35,0.01,1
5.35,35.58,0.28,0.19,1.72,0.52,1
7.26,36.01,0.25,0.22,0.54,0.34,1
11.57,36.95,0.23,0.71,1.47,0.28,1
12.33,37.44,0.1,0.19,0.25,0.28,1
7.1,36.48,0.39,0.75,1.21,1.37,1
4.75,36.85,0.32,0.01,0.07,1.7,1
4.05,37.71,0.34,0.79,0.61,0.07,1
5.24,37.25,0.05,0.49,1.54,0.44,1
3.72,36.55,0.5,0.2,1.15,1.85,1
14.57,37.07,0.47,0.88,0.43,1.27,1
14.79,36.91,0.09,0.77,0.68,0.35,1
11.93,37.14,0.23,0.54,1.99,0.8,1
5.54,37.68,0.2,0.7,1.88,1.08,1
1.43,37.71,0.11,0.5,0.04,0.51,1
0.32,38.0,0.13,0.51,1.15,1.85,1
6.28,38.35,0.47,0.78,0.4,0.26,1
8.44,38.42,0.39,0.74,1.25,1.97,1
1.79,38.82,0.41,0.25,1.55,1.91,1
8.98,39.32,0.23,0.36,0.71,1.27,1
10.21,39.39,0.1,0.49,1.58,0.95,1
11.59,40.38,0.33,0.41,1.79,0.33,1
1.87,41.0,0.01,0.89,0.49,1.46,1
12.9,40.82,0.5,0.29,1.42,0.23,1
12.73,41.76,0.18,0.59,1.01,1.29,1
0.93,41.88,0.29,0.86,0.96,0.16,1
5.05,42.5,0.08,0.85,1.04,1.87,1
10.43,41.85,0.0,0.43,0.39,1.82,1
4.36,41.02,0.26,0.26,0.42,1.2,1
0.97,41.16,0.19,0.72,1.11,0.85,1
5.55,41.76,0.47,0.05,1.35,1.78,1
2.84,42.2,0.15,0.72,0.17,1.62,1
10.97,41.28,0.05,0.72,1.36,1.66,1
21.73,41.07,8.09,19.13,30.13,46.28,0
83.37,41.88,1.0,21.01,6.37,19.77,0
27.27,41.31,12.52,47.89,47.23,10.51,0
22.22,41.54,9.24,31.39,44.15,32.22,0
59.89,42.32,2.75,47.28,49.98,42.59,0
81.74,41.54,2.96,26.61,5.14,18.66,0
55.46,40.65,13.87,88.08,38.71,47.24,0
20.91,40.19,13.57,32.49,16.41,19.89,0
58.36,39.69,9.36,53.68,35.27,22.42,0
32.47,39.16,7.64,75.47,39.05,35.01,0
64.11,39.29,11.84,51.01,29.75,27.13,0
73.66,40.24,3.08,76.21,11.11,8.0,0
91.77,40.9,2.15,47.11,13.38,26.84,0
91.3,41.72,13.05,38.62,32.15,19.04,0
85.28,42.35,11.61,35.86,18.2,6.5,0
53.78,43.07,7.18,49.76,41.84,10.61,0
87.31,42.73,18.99,42.76,14.77,21.81,0
33.21,43.02,12.54,50.28,43.96,6.44,0
77.22,42.69,15.43,89.18,37.81,46.75,0
57.74,42.21,1.27,5.66,15.81,9.54,0
33.28,41.51,1.54,91.38,5.37,38.12,0
88.42,42.48,17.96,67.12,35.25,5.24,0
85.84,42.06,18.01,67.63,20.52,45.21,0
62.2,42.18,2.89,92.59,11.33,15.12,0
77.31,43.15,12.77,27.05,5.04,39.07,0
80.74,43.11,9.74,90.86,23.44,28.62,0
53.57,42.18,15.73,55.04,19.25,16.62,0
63.74,42.68,5.37,19.07,34.42,35.65,0
57.77,42.29,17.99,93.95,41.33,33.6,0
93.72,43.25,6.21,24.25,24.9,7.56,0
64.13,43.47,11.58,67.3,27.37,6.44,0
73.71,42.8,8.92,76.94,15.22,14.96,0
47.9,43.24,17.09,83.65,22.23,31.51,0
38.09,42.91,4.19,97.35,32.79,49.16,0
72.73,42.25,5.23,29.81,28.04,19.38,0
39.72,41.59,1.68,71.92,27.15,9.24,0
27.69,41.09,12.64,13.95,38.94,5.92,0
86.8,41.78,14.65,11.93,41.95,27.19,0
65.06,41.71,13.95,99.38,15.46,33.08,0
22.96,41.81,1.27,16.33,34.21,30.52,0
22.39,42.37,9.92,92.84,22.89,33.12,0
78.79,41.85,10.87,86.51,22.61,44.99,0
41.02,41.32,2.01,80.58,23.77,15.31,0
87.6,41.1,16.84,57.59,32.72,26.34,0
88.66,41.01,3.39,44.75,20.51,27.42,0
58.92,40.14,3.66,53.75,15.91,13.29,0
77.2,40.09,9.12,64.53,37.74,35.57,0
49.09,40.83,8.14,65.8,27.27,43.21,0
32.79,41.61,3.59,64.89,18.56,5.84,0
37.02,41.08,18.66,73.16,39.32,14.07,0
7.87,40.49,0.09,0.31,0.64,0.32,1
11.85,40.15,0.08,0.03,1.26,1.95,1
1.87,39.78,0.29,0.91,1.57,1.25,1
8.17,39.3,0.05,0.68,1.45,1.93,1
0.38,38.83,0.27,0.71,1.58,0.39,1
7.74,38.99,0.17,0.86,0.95,1.6,1
11.62,38.42,0.17,0.83,0.55,1.09,1
7.19,38.99,0.16,0.27,1.93,0.32,1
14.76,38.8,0.01,0.7,0.51,0.08,1
14.03,37.97,0.01,0.59,1.0,1.75,1
10.25,37.05,0.34,0.67,1.88,1.65,1
7.12,36.91,0.2,0.31,0.9,0.77,1
14.69,37.57,0.04,0.92,0.96,1.25,1
5.47,38.23,0.22,0.41,0.75,1.85,1
1.72,37.52,0.05,0.43,0.2,1.24,1
7.88,38.48,0.0,0.32,1.35,0.97,1
13.12,39.12,0.18,0.05,1.69,1.82,1
2.01,38.59,0.5,0.26,1.45,1.82,1
13.63,37.7,0.15,0.98,0.56,1.91,1
10.67,37.08,0.27,0.48,0.45,1.41,1
8.34,36.56,0.13,0.96,0.06,0.4,1
6.27,36.72,0.12,0.49,1.74,1.42,1
1.43,36.56,0.35,0.17,1.57,0.5,1
5.32,36.97,0.43,0.13,1.13,0.28,1
13.59,36.94,0.22,0.49,1.85,1.04,1
8.72,36.09,0.34,0.11,1.64,0.87,1
11.81,36.86,0.19,0.1,1.27,1.76,1
14.37,36.59,0.43,0.0,0.76,1.64,1
9.06,36.52,0.3,0.37,1.81,1.01,1
14.96,37.08,0.25,0.18,1.03,1.63,1
11.85,36.47,0.35,0.25,1.72,1.79,1
2.04,36.55,0.49,0.87,1.79,1.77,1
9.73,36.84,0.27,0.05,1.49,1.01,1
7.59,36.24,0.25,0.17,0.56,0.32,1
14.6,35.54,0.08,0.27,1.18,1.22,1
11.93,36.19,0.39,0.24,0.58,1.88,1
10.5,36.09,0.04,0.42,1.12,0.37,1
9.06,36.77,0.16,0.78,1.68,0.65,1
1.64,36.71,0.42,0.15,0.17,1.28,1
13.63,36.4,0.18,0.29,1.0,0.91,1
10.44,36.83,0.38,0.85,1.95,0.53,1
5.97,37.74,0.34,0.48,1.99,1.46,1
12.54,37.48,0.45,0.81,0.92,0.5,1
0.4,38.3,0.26,0.51,1.05,1.95,1
2.51,38.35,0.18,0.42,0.72,1.6,1
8.62,38.22,0.43,0.81,0.26,1.43,1
4.49,38.61,0.03,0.49,0.71,0.5,1
11.57,39.48,0.12,0.05,1.7,0.02,1
9.45,38.76,0.16,0.25,0.02,0.47,1
9.22,37.83,0.08,0.53,1.18,0.6,1
22.79,37.69,1.5,75.22,19.31,40.83,0
53.97,37.81,10.74,72.74,17.31,10.47,0
44.52,37.89,9.41,66.46,27.24,32.91,0
75.48,37.76,14.41,55.75,35.55,44.31,0
50.96,36.82,15.52,60.34,8.2,45.15,0
76.13,36.68,15.42,95.55,7.44,31.86,0
44.8,36.9,2.72,58.45,26.56,9.7,0
75.35,37.63,15.58,91.01,23.43,47.89,0
42.24,37.8,4.03,46.36,23.09,30.91,0
76.25,38.74,10.69,14.96,43.62,18.94,0
28.84,39.15,19.21,13.65,15.4,7.1,0
83.77,39.84,9.25,93.21,31.56,33.35,0
42.26,40.65,7.73,91.07,45.54,48.94,0
29.55,40.75,16.65,43.93,49.59,26.25,0
59.73,40.03,7.11,12.13,45.3,41.12,0
78.26,40.43,12.89,43.87,16.43,43.69,0
61.08,39.85,12.58,13.65,26.33,13.72,0
69.6,40.59,18.31,43.36,14.35,34.19,0
76.12,40.29,17.51,55.97,38.83,11.3,0
49.22,39.63,10.71,93.26,44.34,11.05,0
46.82,39.94,6.52,63.4,45.62,48.3,0
82.86,40.43,10.98,24.79,28.61,29.98,0
36.49,40.94,8.0,39.58,48.17,24.98,0
76.31,41.83,6.05,59.33,45.24,26.38,0
36.08,42.19,2.41,89.69,43.15,49.67,0
90.25,43.05,16.71,85.22,30.61,22.21,0
52.41,42.15,11.24,47.38,30.42,26.17,0
86.15,41.64,9.44,60.95,11.26,5.15,0
72.84,41.0,2.88,91.34,14.68,14.21,0
21.05,40.57,15.66,88.13,32.64,13.47,0
55.69,40.17,19.13,28.5,37.92,24.78,0
54.19,39.31,2.35,80.88,15.95,37.64,0
91.63,39.26,4.67,88.86,41.43,48.55,0
74.55,40.23,8.04,22.51,24.94,12.46,0
27.22,39.46,12.2,64.51,29.21,34.8,0
61.63,38.53,6.46,94.32,39.29,48.76,0
41.38,38.0,4.71,6.06,15.9,35.54,0
58.18,37.91,17.87,70.91,22.76,21.76,0
33.28,38.13,13.05,39.59,43.36,39.04,0
47.32,37.52,4.99,78.73,26.89,15.11,0
32.41,37.68,15.77,26.75,28.7,25.32,0
85.79,37.89,17.49,47.85,5.69,24.19,0
61.83,38.39,13.38,19.64,34.09,13.22,0
45.43,37.85,14.49,9.55,23.35,36.73,0
79.65,38.04,12.98,60.82,20.91,26.71,0
55.43,37.05,14.27,46.2,14.1,14.63,0
42.57,37.06,15.23,80.45,14.11,48.16,0
88.77,36.07,14.43,73.63,8.83,14.9,0
73.71,35.34,7.54,79.73,20.25,41.87,0
33.0,34.53,7.48,43.81,20.69,39.36,0
5.33,33.71,0.42,0.07,1.88,1.97,1
4.44,34.22,0.19,0.78,1.19,1.29,1
1.86,34.62,0.42,0.71,1.15,1.78,1
3.11,33.88,0.21,0.49,0.11,1.91,1
10.49,33.93,0.25,0.03,1.85,1.7,1
3.51,34.86,0.06,0.36,0.51,1.01,1
8.67,34.8,0.44,0.65,0.95,1.71,1
13.04,35.58,0.15,0.13,1.71,1.17,1
14.07,36.17,0.03,0.5,0.75,1.25,1
4.28,36.38,0.28,0.71,0.27,1.63,1
14.25,37.32,0.17,0.11,1.01,0.17,1
0.68,37.56,0.38,0.53,0.74,0.13,1
8.82,37.65,0.14,0.91,0.61,0.9,1
1.59,37.85,0.47,0.37,0.16,0.77,1
7.75,37.01,0.35,0.06,0.57,1.64,1
12.85,36.32,0.05,0.83,0.72,1.22,1
1.09,36.5,0.11,0.13,0.62,1.03,1
11.87,36.32,0.33,0.61,0.82,0.95,1
12.65,37.11,0.12,0.01,1.3,0.4,1
12.9,36.65,0.04,0.11,0.99,1.22,1
10.78,36.08,0.3,0.32,0.05,1.5,1
12.53,35.83,0.21,0.58,1.75,1.73,1
3.21,35.22,0.39,0.43,0.38,1.81,1
0.48,34.86,0.01,0.62,1.32,0.62,1
5.16,35.86,0.34,0.06,1.86,0.45,1
2.66,36.58,0.39,0.22,0.16,1.75,1
6.11,36.63,0.35,0.56,1.71,0.63,1
7.33,36.78,0.18,0.89,0.33,0.3,1
9.9,37.12,0.1,0.39,1.89,0.49,1
11.13,37.26,0.22,0.94,1.47,0.92,1
10.42,36.68,0.3,0.88,0.71,0.6,1
0.66,36.91,0.02,0.87,1.36,1.32,1
12.75,37.31,0.24,0.87,0.72,1.85,1
3.93,36.94,0.28,0.53,0.28,1.18,1
0.88,36.65,0.47,0.64,1.75,1.35,1
7.74,37.5,0.34,0.96,0.51,1.75,1
10.09,36.59,0.47,0.4,1.91,1.41,1
13.61,36.53,0.24,0.46,1.13,0.3,1
12.48,36.98,0.01,0.27,0.0,0.83,1
12.0,37.53,0.47,0.61,0.51,1.85,1
8.66,37.96,0.35,0.92,1.42,0.74,1
0.7,37.23,0.19,0.41,0.33,0.05,1
9.85,38.1,0.4,0.99,0.69,1.2,1
2.59,38.73,0.36,0.75,0.18,1.72,1
0.6,38.79,0.05,0.05,0.67,1.02,1
4.09,38.85,0.46,0.37,0.09,0.6,1
6.18,38.51,0.14,0.13,1.64,1.99,1
5.79,38.63,0.31,0.72,0.78,1.81,1
6.81,38.3,0.32,0.95,1.59,0.08,1
7.11,39.28,0.16,0.7,1.65,1.46,1
40.44,38.48,17.62,77.83,21.3,38.04,0
79.2,37.9,11.11,32.77,34.51,33.87,0
22.28,37.96,9.24,59.1,44.45,46.77,0
76.54,38.23,9.35,75.88,14.22,21.7,0
21.36,38.93,14.73,84.38,22.96,25.16,0
78.17,38.26,6.47,35.78,35.55,30.34,0
43.24,39.14,18.1,70.38,49.37,39.52,0
36.21,38.83,15.66,6.92,35.18,26.12,0
84.68,38.66,17.23,7.12,32.43,21.55,0
82.4,39.01,6.89,94.59,13.08,34.82,0
38.91,39.08,7.17,84.31,39.28,19.81,0
24.63,39.51,4.97,51.15,8.87,42.95,0
90.77,40.47,14.18,94.34,29.95,32.01,0
68.16,40.63,1.58,73.76,45.75,40.8,0
70.35,40.91,19.81,13.61,35.03,17.75,0
65.57,40.44,3.92,24.64,32.97,10.77,0
82.64,40.22,7.21,51.37,47.35,15.22,0
65.48,39.68,15.35,90.66,46.2,39.95,0
21.86,38.77,8.29,18.45,36.97,34.75,0
82.74,38.65,5.73,46.06,35.06,24.32,0
24.92,38.5,8.63,77.66,46.18,23.61,0
72.7,38.72,18.91,30.37,24.81,40.82,0
28.29,39.47,12.93,22.74,27.96,28.81,0
54.69,39.32,6.31,26.94,44.34,12.7,0
34.04,40.03,15.69,50.07,20.8,21.25,0
61.53,40.93,14.64,90.22,45.58,19.78,0
21.87,40.54,8.16,90.1,17.36,17.29,0
65.92,39.95,9.33,74.04,45.27,35.34,0
89.95,39.17,6.03,19.24,9.05,30.35,0
30.41,39.7,6.7,31.76,32.19,41.75,0
39.69,39.09,5.66,96.75,5.37,44.59,0
91.05,38.73,7.5,46.83,36.82,31.45,0
61.54,37.99,14.88,9.02,5.5,25.61,0
69.83,37.23,5.07,46.12,13.9,29.68,0
21.73,36.36,1.97,95.65,11.4,36.88,0
28.11,36.92,10.67,49.16,47.82,47.52,0
65.16,37.08,9.64,38.84,47.62,32.13,0
37.39,36.31,1.89,94.79,19.12,24.92,0
82.77,36.77,1.53,84.23,11.31,44.9,0
32.35,36.58,11.75,34.7,13.02,43.66,0
49.89,37.48,4.23,41.39,44.22,21.34,0
90.97,36.49,3.75,21.84,43.82,22.67,0
40.54,37.33,12.35,80.93,11.0,9.97,0
76.34,37.08,12.21,78.07,24.3,39.13,0
38.31,37.92,14.85,44.87,49.16,20.73,0
89.97,37.82,5.6,80.83,24.49,46.29,0
75.82,38.33,9.87,26.64,13.97,24.14,0
65.38,38.97,14.08,31.82,26.66,7.0,0
94.24,39.19,8.73,6.04,12.64,34.36,0
79.09,39.28,5.82,77.55,35.96,19.53,0
2.29,39.46,0.23,0.88,0.84,1.68,1
2.96,39.29,0.29,0.51,0.8,0.24,1
1.18,39.05,0.05,0.42,0.61,1.85,1
11.39,39.11,0.27,0.7,0.52,1.88,1
12.49,39.06,0.18,0.1,1.35,0.02,1
2.97,39.07,0.31,0.98,0.93,1.63,1
7.49,39.16,0.47,0.89,1.57,0.59,1
3.44,38.99,0.22,0.48,1.66,1.79,1
0.36,38.79,0.43,0.17,1.24,0.05,1
14.79,39.53,0.05,0.42,0.61,1.81,1
3.64,38.59,0.04,0.63,0.67,1.34,1
2.09,38.02,0.34,0.21,1.72,0.12,1
14.98,38.48,0.22,0.7,0.37,1.22,1
4.79,38.63,0.41,0.6,0.78,1.12,1
2.57,38.59,0.2,0.34,0.8,1.52,1
14.11,38.69,0.15,0.42,1.57,1.09,1
0.89,39.46,0.2,0.27,2.0,0.62,1
10.18,38.78,0.17,0.54,1.68,1.77,1
5.16,38.54,0.17,0.04,1.2,1.71,1
11.13,39.25,0.31,0.38,0.28,1.42,1
10.32,39.76,0.01,0.22,0.14,1.14,1
1.75,38.93,0.42,0.56,1.38,1.94,1
13.53,38.94,0.06,0.39,1.7,1.81,1
8.95,38.91,0.35,0.83,0.24,1.62,1
6.81,39.81,0.21,0.51,1.89,1.1,1
2.79,39.94,0.36,0.81,1.36,1.21,1
12.93,39.45,0.41,0.12,1.7,0.83,1
13.06,39.44,0.22,0.81,0.53,0.01,1
1.59,39.01,0.38,0.28,0.89,0.17,1
11.74,39.64,0.08,0.65,1.83,1.36,1
1.72,39.96,0.13,0.89,1.43,1.28,1
6.27,40.76,0.02,0.78,1.36,0.95,1
5.11,40.02,0.15,0.87,1.59,1.03,1
3.3,40.64,0.33,0.39,1.67,1.9,1
5.73,40.41,0.39,0.35,0.33,0.07,1
13.56,40.98,0.12,0.21,1.94,0.05,1
4.89,40.53,0.02,0.92,0.28,1.1,1
1.07,40.5,0.02,0.12,0.14,1.52,1
5.21,41.27,0.21,0.93,1.82,1.43,1
4.86,41.07,0.19,0.61,1.25,0.96,1
14.79,40.27,0.41,0.43,1.45,0.54,1
5.35,40.43,0.2,0.02,1.63,0.72,1
1.2,41.43,0.09,0.89,1.22,1.9,1
5.64,42.02,0.15,0.86,2.0,1.26,1
11.75,41.06,0.18,0.57,1.67,1.38,1
5.12,40.5,0.07,0.23,1.81,0.07,1
4.71,39.97,0.31,0.53,0.44,0.33,1
7.59,40.43,0.14,0.95,0.93,0.12,1
5.0,41.29,0.33,0.28,1.14,1.54,1
3.99,40.47,0.17,0.46,1.85,1.8,1
29.89,40.74,10.41,15.13,20.55,11.68,0
91.21,39.97,19.94,40.65,31.96,43.53,0
71.72,40.37,8.77,24.58,23.12,8.42,0
38.96,40.51,6.92,16.5,43.91,27.2,0
62.71,39.72,8.8,23.29,38.53,10.72,0
73.26,40.13,4.97,34.14,26.39,25.22,0
66.76,40.01,13.24,72.84,18.17,19.5,0
43.06,39.1,19.71,82.33,12.41,5.25,0
38.3,38.53,3.17,55.67,43.61,38.15,0
49.95,38.55,10.65,81.97,42.76,45.94,0
72.07,38.81,3.12,58.7,16.19,24.43,0
39.27,38.03,1.99,5.97,6.0,5.38,0
37.96,38.13,5.2,98.75,18.77,10.73,0
84.35,38.58,13.88,33.13,30.27,37.17,0
69.99,38.87,17.55,87.66,31.05,24.34,0
81.37,39.61,1.11,99.24,13.23,26.16,0
36.88,39.34,10.06,17.6,22.78,12.97,0
48.01,38.44,19.87,99.51,10.17,37.67,0
22.26,37.76,3.0,96.72,47.34,13.73,0
38.04,37.38,10.8,59.12,14.97,39.05,0
89.16,36.96,13.48,46.45,40.55,41.81,0
45.48,37.57,18.78,20.65,6.9,25.43,0
77.88,38.12,18.47,55.65,9.5,31.49,0
27.0,38.46,4.28,6.17,31.71,44.9,0
93.65,39.41,2.2,90.79,41.63,19.14,0
41.6,38.65,17.9,88.67,39.09,30.36,0
59.9,37.68,7.78,80.26,39.12,45.98,0
80.68,36.72,18.83,79.98,10.86,8.66,0
67.16,36.97,12.96,98.76,22.91,19.94,0
81.92,37.68,18.8,81.3,24.2,33.57,0
56.8,36.91,5.12,21.12,5.01,37.32,0
38.29,36.02,6.66,58.24,22.91,35.36,0
29.3,36.81,10.49,37.01,18.31,8.02,0
71.89,36.64,3.31,11.18,48.87,35.65,0
72.63,35.67,15.37,79.1,26.5,24.34,0
89.49,36.64,12.46,24.3,46.38,46.17,0
85.55,36.11,19.96,28.25,42.9,42.04,0
27.38,35.15,19.61,33.12,44.19,5.19,0
54.94,34.47,5.54,70.53,30.45,8.49,0
49.1,34.44,4.53,80.26,23.72,9.2,0
26.81,35.09,3.45,27.76,43.68,46.61,0
45.06,34.36,6.18,57.17,37.48,49.7,0
23.7,35.27,14.19,84.06,43.09,35.53,0
58.33,34.66,18.36,96.94,43.12,18.94,0
61.11,35.16,9.61,88.39,9.5,16.6,0
27.12,35.88,7.09,41.78,33.02,12.12,0
53.57,34.89,18.42,49.45,17.38,11.38,0
59.91,34.24,3.04,42.21,31.52,17.41,0
78.1,33.32,18.99,14.54,12.0,48.2,0
93.32,32.95,1.09,88.0,18.83,47.24,0
9.85,33.81,0.04,0.24,1.55,1.06,1
6.49,33.46,0.43,0.45,1.96,1.92,1
13.3,34.14,0.42,0.21,1.25,0.15,1
2.7,35.09,0.04,0.4,1.15,1.71,1
6.65,34.71,0.03,0.75,1.13,0.9,1
7.59,34.79,0.17,0.76,1.09,1.75,1
3.65,34.51,0.43,0.56,0.41,1.25,1
12.68,35.47,0.23,0.73,0.19,0.79,1
12.15,35.99,0.08,0.28,0.66,1.3,1
11.27,36.12,0.25,0.81,0.87,0.25,1
14.29,35.97,0.4,0.58,1.29,1.86,1
5.04,35.8,0.49,0.86,0.65,0.93,1
2.32,35.9,0.48,0.4,1.75,0.38,1
0.46,35.32,0.38,0.58,1.25,0.1,1
1.21,35.42,0.14,0.63,1.13,1.22,1
4.17,34.79,0.12,0.14,1.7,1.23,1
2.74,34.32,0.44,0.74,1.32,0.81,1
14.69,33.91,0.4,0.3,1.7,1.52,1
6.46,34.55,0.09,0.11,1.45,0.54,1
14.93,35.07,0.04,0.47,1.6,1.58,1
5.3,35.92,0.23,0.59,1.95,0.66,1
4.11,35.46,0.49,0.67,0.93,1.23,1
4.19,35.68,0.06,0.11,0.7,1.53,1
1.63,35.03,0.43,0.6,1.92,1.34,1
7.16,34.53,0.32,0.03,0.03,0.26,1
6.5,34.12,0.24,0.14,1.35,1.19,1
0.3,34.38,0.04,0.39,0.31,0.75,1
8.25,34.88,0.12,0.34,1.23,1.72,1
8.35,35.86,0.18,0.37,1.76,0.08,1
10.0,35.07,0.34,0.04,1.21,0.97,1
4.24,35.5,0.45,0.55,0.83,0.15,1
10.57,34.97,0.31,0.51,0.87,1.19,1
14.12,34.29,0.29,0.31,0.9,1.61,1
4.46,34.82,0.34,0.32,1.59,0.26,1
1.12,34.28,0.01,0.9,1.16,0.7,1
9.29,34.17,0.25,0.99,1.97,1.27,1
7.42,33.31,0.34,0.1,0.66,0.15,1
3.02,32.48,0.24,0.78,0.97,0.67,1
8.3,31.9,0.14,0.61,1.95,0.22,1
7.15,32.89,0.48,0.77,1.8,0.67,1
1.63,32.11,0.03,0.86,1.85,0.18,1
0.59,32.67,0.05,0.21,1.94,1.34,1
11.66,32.79,0.27,0.8,1.19,0.63,1
8.05,31.99,0.41,0.98,0.82,1.53,1
11.67,31.23,0.19,0.04,0.73,1.22,1
13.87,31.01,0.04,0.93,1.41,0.66,1
11.14,31.99,0.3,0.67,0.78,0.98,1
3.29,31.58,0.21,0.29,1.53,1.53,1
1.31,31.52,0.01,0.43,0.82,1.98,1
3.92,31.28,0.45,0.49,1.2,0.19,1
90.82,30.83,12.2,37.73,33.16,45.97,0
57.88,31.19,19.22,21.38,37.38,32.65,0
46.34,30.57,6.96,70.0,14.7,23.88,0
20.62,30.74,19.43,46.01,48.62,11.31,0
35.07,30.13,16.01,79.45,10.07,46.04,0
65.97,29.34,19.73,88.83,48.05,20.42,0
34.13,28.99,10.51,80.36,11.76,34.69,0
45.59,29.57,13.58,49.36,41.54,12.02,0
24.82,29.22,4.69,67.33,43.47,16.37,0
60.28,29.15,5.02,82.06,39.81,11.54,0
78.11,28.45,7.41,65.15,7.26,32.39,0
82.29,28.25,7.75,31.75,42.84,7.26,0
47.75,28.68,6.41,91.62,38.79,7.88,0
59.55,28.66,18.12,34.73,30.84,27.53,0
54.21,28.18,4.91,76.79,25.31,48.13,0
71.21,27.9,18.87,68.03,44.21,42.24,0
65.01,27.95,3.97,55.87,15.37,38.47,0
50.84,27.39,6.11,99.88,8.23,6.96,0
92.83,28.33,19.61,67.22,44.6,14.63,0
30.71,28.07,2.92,15.66,30.79,40.14,0
93.34,28.73,9.25,19.29,25.97,35.56,0
54.41,27.83,12.28,30.4,34.07,49.37,0
86.49,27.49,11.68,28.95,47.97,26.75,0
33.61,26.96,5.64,84.12,32.65,46.1,0
29.09,26.57,1.12,53.25,49.92,36.27,0
85.76,25.87,15.85,6.46,41.76,18.52,0
36.97,26.4,9.9,45.36,18.0,12.75,0
94.26,25.67,15.78,33.11,16.02,14.79,0
61.35,25.33,12.5,72.02,35.61,18.15,0
71.11,24.51,7.64,25.2,21.85,17.24,0
82.26,23.93,17.21,25.88,7.91,38.25,0
49.51,23.34,2.22,26.5,40.68,41.2,0
45.19,23.43,3.55,12.05,49.65,34.5,0
77.41,23.74,16.96,81.64,5.74,13.41,0
48.18,24.47,19.67,68.21,48.04,14.07,0
44.1,24.33,19.8,19.98,28.24,40.68,0
55.11,25.02,19.74,45.4,32.18,7.45,0
68.61,24.02,8.68,6.54,31.63,5.57,0
66.21,23.65,4.59,23.23,34.4,7.42,0
31.21,22.82,12.02,67.87,37.45,16.49,0
25.9,22.03,9.1,94.86,14.8,16.55,0
65.42,21.29,13.92,66.08,43.75,26.89,0
41.71,21.57,13.59,63.25,28.9,35.73,0
86.1,22.37,12.13,78.97,16.19,35.52,0
48.93,21.63,15.8,73.85,7.68,31.17,0
92.55,21.32,16.42,15.42,10.48,31.75,0
22.62,22.15,11.29,41.85,9.55,41.09,0
76.74,22.68,16.63,25.57,16.86,14.38,0
91.09,22.54,14.62,88.74,33.74,22.44,0
25.65,22.65,1.6,71.07,24.73,29.85,0
4.23,22.55,0.24,0.47,0.78,1.64,1
9.09,21.62,0.45,0.87,1.78,0.54,1
3.99,20.89,0.14,0.91,1.3,0.16,1
2.42,20.3,0.32,0.74,1.72,1.88,1
4.72,20.77,0.12,0.36,1.83,1.15,1
7.4,20.2,0.01,0.06,1.08,1.44,1
10.86,20.56,0.41,0.41,1.49,0.81,1
11.48,20.0,0.5,0.35,0.82,0.33,1
10.43,20.0,0.46,0.39,0.36,0.57,1
4.43,20.59,0.12,0.74,0.02,1.08,1
4.07,20.28,0.3,0.67,1.31,0.89,1
12.56,20.0,0.38,0.32,0.21,0.14,1
8.78,20.53,0.03,0.34,1.51,0.59,1
11.21,20.0,0.12,0.73,1.5,0.79,1
7.87,20.0,0.46,0.64,0.35,1.37,1
8.91,20.23,0.37,0.51,1.63,1.44,1
2.35,20.0,0.42,0.94,0.27,0.98,1
11.34,20.59,0.36,0.14,1.75,0.36,1
6.91,20.7,0.16,0.16,0.34,1.32,1
1.92,20.0,0.06,0.07,1.49,1.42,1
8.45,20.85,0.04,0.9,1.81,1.4,1
12.19,20.51,0.41,0.57,0.61,0.44,1
9.46,20.68,0.09,0.26,0.94,0.47,1
13.86,20.06,0.37,0.67,1.17,0.98,1
13.43,20.0,0.12,0.09,1.5,0.35,1
0.52,20.67,0.07,0.17,0.11,1.31,1
5.66,20.92,0.44,0.21,0.65,0.3,1
6.36,21.79,0.31,0.76,1.09,1.26,1
4.56,21.54,0.18,0.72,1.22,0.36,1
7.07,21.5,0.21,0.18,1.85,1.52,1
10.23,22.1,0.45,0.14,0.5,1.09,1
0.64,21.45,0.49,0.45,0.72,0.59,1
11.89,21.41,0.48,0.41,1.9,1.65,1
10.14,20.52,0.22,0.56,0.12,1.39,1
12.27,20.71,0.41,0.24,0.65,0.96,1
4.38,20.0,0.3,0.3,0.11,0.01,1
11.9,20.1,0.48,0.43,1.03,0.29,1
2.26,20.0,0.31,0.93,0.39,1.53,1
5.69,20.0,0.06,0.35,0.35,0.75,1
4.58,20.0,0.33,0.92,0.8,0.38,1
12.82,20.0,0.29,0.46,0.3,0.9,1
14.15,20.0,0.44,0.08,1.03,0.45,1
